Gene	H_6h_1	H_6h_2	H_6h_3	H_6h_4	N_6h_1	N_6h_2	N_6h_3	N_6h_4	H_12h_1	H_12h_2	N_12h_1	N_12h_2	N_12h_3	H_D1_1	H_D1_2	H_D1_3	H_D1_4	N_D1_1	N_D1_2	N_D1_3	N_D1_4	H_D2_1	H_D2_2	H_D2_3	H_D2_4	N_D2_1	N_D2_2	N_D2_3	N_D2_4
DNAJC2	68.009	65.435	69.549	68.14	74.994	77.241	79.868	81.417	45.357	42.382	56.404	49.729	56.081	49.871	45.316	59.607	33.533	44.372	45.634	46.051	41.173	45.726	42.452	46.211	42.824	40.15	35.992	42.996	34.643
TFPI2	1.074	0.859	0.941	1.201	0.995	0.893	0.837	1.267	0.519	0.496	0.963	0.582	0.66	0.194	0.196	0.217	0.302	0.594	0.559	0.506	0.52	0.208	0.202	0.251	0.106	0.82	0.886	1.16	0.764
BET1	36.894	34.721	39.186	37.818	30.925	29.85	29.289	30.371	40.54	39.663	28.423	28.125	29.982	41.541	41.6	48.574	40.709	28.905	31.247	33.698	33.097	18.732	20.483	22.805	21.583	34.871	37.765	41.298	35.738
NAMPT	160.619	148.62	160.158	160.511	102.633	100.228	91.938	97.16	164.122	164.586	109.268	119.052	117.947	211.441	202.301	175.947	206.424	124.055	142.581	142.748	146.138	188.673	206.766	209.605	208.525	114.514	118.07	132.117	123.543
POLR1F	29.273	31.334	25.952	29.645	51.636	53.099	53.09	50.605	13.458	17.393	43.129	34.909	42.186	3.598	4.526	3.307	3.135	40.185	38.455	38.336	32.602	1.273	0.932	0.702	1.003	33.886	32.25	36.659	31
PON3	0.341	0.286	0.277	0.288	0.432	0.436	0.354	0.269	0.094	0.367	0.416	0.204	0.211	0.221	0.084	0.298	0.186	0.156	0.441	0.352	0.173	0.156	0.302	0.05	0.132	0.492	0.369	0.476	0.382
PON2	36.11	35.882	38.817	38.258	54.771	56.781	55.536	54.349	28.357	30.47	50.99	47.283	47.681	16.688	17.042	20.059	20.18	49.31	50.195	50.36	47.937	10.366	11.388	10.099	10.475	51.39	53.767	57.204	53.314
ITGB8	72.117	63.081	59.453	60.746	75.107	64.952	69.118	77.501	42.075	43.785	58.59	50.02	52.119	42.067	45.651	21.685	39.571	45.841	43.428	43.677	47.243	32.684	34.616	44.106	35.963	50.488	42.688	41.07	42.59
HBP1	55.614	46.571	54.247	47.057	27.583	27.563	27.728	27.088	64.057	56.214	28.007	33.191	28.186	105.111	94.18	77.253	100.158	32.811	38.279	38.6	42.115	155.522	156.781	159.685	157.126	39.165	41.802	43.183	44.348
DUS4L	6.121	5.949	6.073	5.872	4.657	5.97	4.715	5.433	5.383	5.287	4.763	4.047	4.411	3.764	3.855	4.771	3.414	4.812	5.943	6.177	5.772	1.637	2.192	2.005	1.9	4.868	4.899	5.468	5.12
SP4	6.53	5.694	5.87	5.668	6.215	5.425	5.826	6.431	3.849	3.647	4.217	3.436	4.702	3.681	3.353	1.816	3.344	4.406	3.354	4.067	3.691	1.195	1.864	2.205	1.451	4.485	3.397	4.204	3.974
WDR91	4.791	3.913	4.116	3.469	5.164	4.488	4.474	4.876	3.801	4.381	4.815	4.571	4.623	1.965	2.459	2.656	1.579	4.281	4.178	4.924	4.013	0.624	0.554	0.476	0.554	4.595	4.924	4.411	3.744
CBLL1	36.485	34.769	34.165	34.315	39.487	41.05	37.786	40.891	30.624	29.65	35.321	32.405	34.922	23.386	23.72	16.725	24.36	35.56	35.984	34.599	32.602	16.784	18.24	20.249	18.76	32.519	33.136	33.614	30.975
MTPN	209.601	206.483	197.683	207.974	207.97	207.907	196.637	208.833	206.622	218.276	205.573	205.786	207.603	207.013	192.523	135.125	198.412	206.394	210.135	204.407	204.48	203.898	211.906	221.408	218.736	212.098	212.506	218.752	210.634
MPP6	24.295	22.856	22.076	24.214	33.103	29.763	29.965	31.945	10.2	13.379	27.33	25.505	26.786	3.542	4.582	4.716	3.832	25.03	22.243	23.059	18.605	1.663	1.436	1.529	1.398	23.083	18.439	22.617	19.385
GSDME	12.514	9.909	11.795	10.626	9.745	9.848	10.09	9.522	10.979	10.703	7.314	9.084	7.264	11.292	10.812	11.818	10.288	6.437	7.915	6.968	8.101	8.937	11.715	10.851	8.997	10.612	13.589	10.521	13.399
ATP6V0A4	0.631	0.366	0.628	0.457	0.394	0.719	0.563	0.461	0.685	0.798	0.937	0.903	0.872	0.609	0.81	1.41	1.347	1.562	1.648	1.561	1.437	0.39	0.831	0.601	0.554	4.54	4.185	3.935	5.145
ZC3HAV1	42.196	40.304	36.768	41.354	63.747	58.372	64.13	70.839	32.159	39.102	52.812	50.282	51.405	42.26	46.657	33.856	36.111	46.06	43.81	42.908	36.59	35.646	40.033	44.958	35.568	52.512	42.787	42.934	42.03
TTC26	7.485	8.796	6.663	7.496	9.201	9.304	9.463	9.944	3.518	3.712	6.741	5.095	6.921	0.637	0.447	0.542	0.418	5.187	6.326	5.583	5.624	0.052	0.025	0.05	0.053	5.525	4.407	6.11	5.196
OGDH	248.251	254.915	241.133	255.166	305.683	306.326	302.013	298.255	269.522	289.056	327.127	335.815	320.452	142.28	177.52	160.334	184.455	292.546	276.836	267.164	257.148	57.548	58.122	59.042	54.381	371.082	358.814	335.252	368.462
ADAP1	34.848	37.664	34.59	34.028	30.493	31.223	30.431	27.952	47.884	44.281	37.689	41.431	40.998	44.115	43.723	70.314	49.626	49.122	49.43	50.118	61.364	47.935	47.541	43.354	46.966	46.44	59.281	48.443	53.034
H2AZ2	155.18	166.943	151.834	159.411	221.038	212.526	224.816	233.098	103.299	117.802	178.348	164.326	176.881	57.51	58.307	68.443	61.562	170.646	161.618	163.543	155.057	63.341	62.657	64.831	63.695	176.242	154.456	186.297	153.32
CAV2	15.753	16.064	14.729	13.994	19.246	18.193	20.019	19.006	12.325	13.53	20.484	18.022	20.129	10.295	9.639	11.927	11.681	13.499	14.093	14.178	15.31	5.456	5.215	6.466	6.412	22.181	13.663	18.744	21.066
CAV1	3.222	3.086	4.319	3.604	2.591	2.157	1.674	1.651	4.344	5.654	2.993	2.242	2.879	6.559	6.621	6.424	7.06	3.156	4.972	4.638	5.202	5.092	4.485	5.187	5.462	6.591	4.751	5.716	7.209
MET	183.703	162.505	173.134	168.548	112.078	95.783	90.65	102.074	198.972	190.568	101.043	124.089	108.411	219.134	227.25	158.057	238.865	141.179	150.025	152.31	157.98	121.617	129.295	134.399	126.967	104.422	99.237	93.262	100.057
RNF32	1.79	2.449	2.215	2.301	1.915	2.157	2.317	1.977	1.251	1.532	1.796	1.543	1.823	1.107	1.034	1.626	1.417	1.75	1.765	1.693	1.709	0.857	0.605	0.752	0.976	2.516	2.117	2.755	2.012
LMBR1	58.512	60.933	55.89	63.504	71.802	67.741	66.865	71.569	44.885	51.51	67.83	61.2	65.115	21.919	26.877	20.411	28.958	64.621	58.61	57.68	57.425	13.276	14.814	15.262	15.198	63.151	54.481	55.485	61.567
HOXA1	3.171	3.404	3.525	3.418	3.755	4.009	4.071	3.513	2.314	2.18	3.982	3.698	3.777	1.384	1.676	1.274	1.393	2.719	2.501	2.55	2.155	1.039	1.285	1.529	1.135	3.364	3.964	3.624	3.999
DNAJB6	78.289	74.008	77.283	75.484	94.146	88.353	93.644	92.456	53.999	59.71	95.082	84.027	87.12	54.77	48.529	51.339	53.156	69.465	70.349	63.966	62.751	68.46	69.661	73.402	76.65	78.166	73.732	74.581	77.946
HOXA2	0.426	0.191	0.48	0.44	0.3	0.567	0.274	0.192	0.378	0.281	0.26	0.378	0.343	0.083	0.056	0.054	0.163	0.187	0.147	0.352	0.099	0.13	0.076	0.075	0.158	0.328	0.246	0.269	0.229
HOXA3	8.115	6.235	7.328	6.21	4.431	5.447	5.407	4.511	4.817	3.669	4.737	4.222	5.653	2.768	2.682	3.063	2.02	3.406	3.531	4.352	4.013	1.403	1.839	1.153	1.53	2.79	2.314	2.817	2.726
LFNG	50.636	62.556	48.267	55.839	102.22	100.184	117.043	109.235	34.142	39.167	83.239	64.956	73.516	7.113	10.225	12.279	10.38	36.685	33.571	34.423	29.728	1.559	1.638	1.529	1.161	38.809	32.398	34.898	31.866
HOXA5	0.784	0.62	0.646	1.134	0.413	0.501	0.451	0.288	0.826	0.734	0.573	0.582	0.792	0.941	1.145	1.03	0.813	0.437	0.382	0.747	0.446	0.753	0.68	0.827	0.923	0.273	0.271	0.186	0.535
BRAT1	28.148	28.805	28.591	27.496	35.92	34.927	34.519	33.692	26.397	26.694	37.273	36.365	36.639	22.085	25.117	28.163	19.321	35.935	30.246	30.203	29.877	18.706	15.797	13.808	13.14	31.425	27.302	27.38	26.288
IQCE	56.211	59.391	53.731	58.241	80.195	75.323	79.273	75.946	41.225	43.159	85.712	71.565	73.04	19.041	20.786	20.492	20.482	67.34	66.524	62.362	54.056	12.809	11.211	8.921	10.29	80.135	72.354	73.173	77.029
TSPAN12	26.648	28.121	25.453	27.327	20.598	21.614	19.006	19.946	23.257	29.132	30.896	28.271	30.986	12.26	12.824	9.894	14.746	25.311	23.773	25.125	26.458	4.806	5.14	4.761	5.198	32.792	31.487	38.502	32.732
SSBP1	91.4	102.144	94.707	98.158	140.43	145.025	153.557	148.513	62.806	74.881	111.897	102.573	114.856	39.521	38.08	50.824	39.13	102.588	99.801	99.796	91.241	30.813	27.537	28.644	29.314	89.926	85.229	103.39	85.002
HIBADH	71.504	73.181	73.757	76.194	64.272	62.228	65.369	62.872	65.71	70.176	62.989	62.481	64.217	58.478	58.363	59.715	60.03	63.684	65.141	66.582	71.372	53.91	57.291	56.687	53.483	60.826	64.722	66.649	63.911
TAX1BP1	375.761	348.757	379.197	364.762	234.839	230.219	220.503	230.526	377.142	360.592	233.112	250.42	244.479	508.288	463.357	484.118	475.338	268.672	301.227	286.046	323.962	581.713	597.321	607.589	603.568	282.277	301.65	296.191	301.571
CPVL	25.744	27.071	26.893	25.381	32.033	32.182	31.461	31.983	23.871	26.5	32.145	27.077	29.137	17.076	16.707	18.053	18.206	24.28	22.95	24.729	22.395	18.187	17.913	16.69	18.945	15.507	13.466	15.306	14.774
CHN2	1.722	2.211	2.75	2.014	2.103	2.724	2.237	2.611	2.031	1.921	3.306	2.679	2.43	1.578	1.676	1.111	1.44	2.469	2.501	2.44	2.973	2.208	2.167	1.905	2.375	5.497	4.924	4.474	5.808
GRB10	111.16	90.327	112.796	95.687	46.96	42.052	36.917	38.914	165.42	153.991	63.536	80.475	68.866	249.633	265.162	245.122	248.41	119.493	143.788	150.706	186.643	198.442	191.423	201.611	196.414	108.688	122.723	112.006	115.111
ABHD11	30.245	30.236	29.791	30.305	40.783	43.773	43.161	38.952	26.633	26.003	33.811	35.637	34.79	19.484	22.742	27.865	21.783	37.279	35.278	36.907	36.813	27.54	22.851	20.65	18.655	36.403	39.685	38.191	35.866
COBL	87.172	84.505	87.564	85.89	76.308	76.151	76.231	74.621	70.55	73.931	68.976	73.108	67.598	61.08	66.745	54.077	67.577	76.527	74.998	72.034	76.352	40.608	41.973	44.783	40.713	87.738	92.639	84.626	94.911
FKBP14	14.031	11.452	12.957	12.301	10.684	9.347	9.012	9.752	13.01	10.898	9.24	9.608	10.91	9.714	8.242	6.966	8.267	8.749	9.003	9.122	8.547	3.897	3.88	4.11	3.905	10.01	9.257	8.202	8.075
PLEKHA8	36.672	35.596	34.11	36.752	33.216	30.373	27.309	28.835	29.089	33.081	35.503	35.026	35.45	27.205	30.397	22.634	26.636	30.217	31.776	29.895	28.638	30.657	25.597	27.667	26.702	36.567	35.229	34.671	34.541
STX1A	3.853	3.34	3.285	2.741	4.3	3.726	4.055	3.168	4.84	3.625	3.748	3.814	3.593	8.192	8.884	9.704	6.316	3.437	3.59	4.506	3.567	26.449	19.072	15.262	15.831	5.06	4.382	4.101	4.967
NOD1	3.171	2.974	3.433	3.198	4.826	4.554	5.729	5.894	2.101	1.791	4.217	3.523	3.725	0.775	1.062	0.895	0.697	2.969	3.001	4.023	3.121	0.312	0.453	0.451	0.369	2.79	3.225	3.169	2.98
GARS1	266.988	220.21	272.917	245.301	229.413	231.657	227.761	231.409	217.034	201.099	185.974	187.706	183.3	342.678	319.279	235.391	218.94	336.137	316.027	350.54	405.12	333.543	307.567	310.799	273.09	439.758	440.227	453.14	415.307
EPHB6	0.529	0.429	0.535	0.423	0.244	0.327	0.177	0.288	0.236	0.281	0.156	0.116	0.396	0.138	0.084	0.19	0.116	0.031	0.059	0.044	0.074	0.052	0	0	0.026	0.027	0.123	0.145	0.127
MINDY4	0.205	0.159	0.332	0.305	0.319	0.349	0.257	0.365	0.307	0.129	0.26	0.408	0.317	0.138	0.028	0.081	0.07	0.312	0.206	0.374	0.074	0.026	0.05	0.075	0.053	0.164	0.172	0.207	0.255
CASP2	48.897	46.253	46.015	43.977	40.501	42.335	39.717	39.509	37.259	34.721	41.021	39.859	41.896	37.666	36.348	25.724	38.294	36.498	34.307	36.423	30.521	42.998	45.425	47.765	42.956	34.461	32.324	30.798	30.847
CHCHD2	206.447	225.204	221.918	228.532	232.286	248.281	250.29	243.273	197.791	214.37	230.274	225.323	228.471	187.557	179.811	247.887	169.988	218.925	220.816	231.004	234.332	180.334	178.07	195.22	200.583	225.827	236.313	255.576	239.953
CCL24	13.793	15.587	12.81	14.535	25.461	24.883	29.739	29.641	8.122	8.179	26.783	19.507	21.925	3.625	3.716	3.822	3.437	20.218	16.741	16.222	13.13	1.767	1.31	1.278	1.319	13.374	9.503	11.971	12.15
HSPB1	150.424	119.926	137.123	123.048	31.808	31.267	29.047	28.048	132.813	101.963	40.683	43.527	36.903	150.61	113.513	98.396	66.416	29.842	28.658	28.224	33.543	99.715	76.211	72.074	89.605	41.079	36.337	32.744	47.43
PDAP1	127.032	138.79	145.835	136.839	183.804	186.816	199.132	190	105.66	100.15	164.657	150.7	162.722	54.576	57.721	66.654	49.975	155.679	150.79	157.564	134.718	31.307	29.376	32.629	33.325	150.889	132.447	148.768	137.756
BUD31	36.57	35.103	40.293	35.957	37.028	38.697	40.248	41.582	32.985	31.074	27.59	27.194	29.348	41.153	38.22	42.503	31.954	29.28	30.393	34.181	35.476	54.196	55.502	54.832	60.423	32.902	35.574	37.114	33.497
PTCD1	2.029	2.052	1.717	1.794	3.117	3.355	3.235	3.36	1.251	1.122	3.045	2.708	2.457	0.692	0.671	0.976	0.232	2.469	2.736	2.132	1.784	2.91	1.965	1.428	1.741	2.817	2.191	2.817	2.089
CYP3A5	170.78	127.195	158.737	128.666	76.703	73.406	67.075	68.709	226.951	191.388	62.312	102.369	80.938	264.578	290.111	318.607	295.11	117.962	138.727	142.616	133.9	215.772	199.611	194.519	184.435	166.287	193.526	137.232	138.954
ZKSCAN1	205.867	179.063	180.647	182.829	168.126	146.136	160.429	174.392	202.372	213.377	174.209	171.401	168.534	206.763	226.943	194.352	227.184	149.116	160.735	164.532	168.905	97.506	99.516	105.228	93.062	172.14	158.149	144.046	163.56
EIF3B	239.59	265.858	245.544	256.367	395.792	394.113	406.503	396.471	178.572	197.322	360.964	327.168	348.215	90.637	98.622	101.811	88.477	337.262	292.46	297.257	242.978	75.033	67.595	62.977	60.133	264.965	222.354	250.191	234.221
SNX8	21.772	23.667	19.141	21.016	33.235	35.319	36.273	34.383	19.408	23.09	37.95	33.337	35.16	14.281	16.875	20.655	16.163	35.154	30.511	32.511	28.886	11.587	12.899	12.455	12.929	31.753	30.921	33.842	32.096
NUDT1	14.475	17.878	15.708	15.516	21.011	23.009	22.723	22.231	10.956	11.157	17.153	15.431	17.514	4.677	4.917	6.722	3.994	16.624	16.506	16.728	14.616	2.676	2.293	2.581	2.85	13.483	11.694	14.415	11.157
TAF6	29.239	30.554	29.256	29.341	32.089	31.223	29.755	30.716	27.035	23.888	30.584	28.475	28.371	19.456	18.02	13.038	15.42	31.154	25.627	26.752	26.83	13.406	13.705	12.881	12.955	29.866	25.382	27.608	24.25
WASL	169.178	148.397	159.642	150.731	110.5	109.924	96.605	107.219	175.125	163.723	117.441	123.274	122.887	279.522	252.87	179.958	256.793	131.242	145.229	139.341	159.293	283.27	298.749	316.162	315.597	149.603	148.252	151.958	157.37
AIMP2	11.133	13.249	11.37	12.86	23.245	25.536	26.36	24.823	7.461	7.035	22.202	18.925	20.446	3.542	3.883	2.277	2.694	20.155	17.595	18.443	16.301	1.845	1.612	1.729	1.794	22.263	23.117	25.309	20.353
TFR2	0.972	1.082	1.107	1.015	0.714	0.61	0.612	0.499	1.133	1.252	1.223	1.048	0.608	0.554	0.95	1.057	0.952	0.687	0.824	1.011	0.619	0.961	0.579	0.652	0.554	0.684	0.542	0.994	0.662
MOSPD3	5.473	5.98	5.999	5.33	5.539	5.839	5.439	5.279	8.689	8.243	7.574	7.541	7.608	7.971	8.018	9.433	8.337	6.156	6.591	6.023	5.747	7.82	7.382	6.34	8.18	4.814	5.367	5.033	5.833
PAX4	2.864	2.227	2.529	1.997	3.211	3.377	4.023	2.592	2.361	2.287	3.149	4.134	4.544	1.162	1.425	2.06	1.533	3.281	3.854	3.869	2.651	0.857	0.529	0.501	0.501	3.337	2.757	2.485	2.777
PCOLCE	1.654	1.384	1.495	1.083	0.207	0.458	0.451	0.269	3.471	2.935	0.781	1.019	0.977	7.389	7.18	10.734	6.967	0.906	1.206	1.055	1.561	10.418	9.775	9.523	9.024	0.547	0.689	0.518	0.56
FBXO24	0.426	0.27	0.185	0.321	0.188	0.218	0.193	0.134	0.236	0.388	0.182	0.262	0.396	0.277	0.363	0.217	0.348	0.187	0.235	0.374	0.297	0.156	0.252	0.175	0.158	0.164	0.394	0.269	0.28
RBM28	32.973	32.892	31.729	32.471	54.396	53.469	56.823	58.265	17.095	20.803	41.307	37.093	39.756	8.192	6.929	6.993	6.897	37.592	34.63	34.357	31.388	3.196	2.872	2.882	3.219	32.683	26.44	28.892	25.498
USP42	18.362	16.828	16.391	16.549	21.255	21.941	22.111	22.922	11.688	12.991	23.009	20.614	21.186	8.939	8.829	6.099	7.199	18.811	17.859	16.75	15.781	7.976	8.516	9.498	8.654	22.755	18.833	21.291	21.575
IMPDH1	26.102	32.845	28.499	28.63	39.112	39.83	38.188	35.842	23.186	29.283	44.17	41.315	41.631	12.758	14.723	17.402	16.209	43.029	38.867	39.391	32.949	12.601	12.698	13.482	11.847	26.775	26.293	24.563	26.721
AGFG2	28.472	31.524	28.204	28.732	28.109	29.131	28.758	26.627	28.688	28.075	39.928	40.82	38.937	9.133	10.421	12.604	11.658	33.217	30.511	32.225	27.399	2.702	2.897	2.481	2.296	44.225	40.719	38.564	39.916
LSM5	47.158	53.044	49.153	52.742	64.141	66.107	67.879	67.729	34.992	39.167	49.662	45.624	52.99	23.773	20.591	33.937	21.759	48.716	47.017	52.36	46.772	16.29	17.485	17.166	18.364	39.056	35.771	44.695	39.737
SERPINE1	3.478	2.481	3.378	2.487	0.676	0.501	0.322	0.326	5.926	4.424	0.625	1.165	0.951	6.061	5.169	6.045	6.897	1.187	0.942	1.473	2.18	2.182	2.973	3.784	2.823	0.656	1.182	0.414	0.892
AP1S1	130.8	149.638	138.674	147.38	150.025	152.063	160.67	152.622	152.434	171.448	177.124	175.186	171.492	110.564	115.022	181.72	123.868	164.928	170.621	167.719	166.131	105.768	101.783	102.597	107.996	136.968	158.789	158.296	158.287
MOGAT3	25.693	21.122	25.195	21.777	17.706	17.954	16.881	15.339	40.777	32.024	17.725	25.796	21.133	57.316	57.134	81.346	57.057	33.467	33.954	35.918	33.196	70.071	68.653	62.726	66.096	38.126	52.954	40.615	34.566
C1GALT1	110.887	106.232	100.355	106.161	90.916	89.551	78.243	85.583	112.626	124.621	91.386	95.498	98.056	123.073	127.538	101.784	135.386	104.338	107.833	107.754	112.893	79.891	95.485	100.893	91.03	108.415	109.823	105.523	114.576
PLOD3	91.553	95.353	92.547	93.471	88.907	92.667	85.324	82.377	111.964	102.955	99.741	104.465	99.905	109.623	115.888	110.512	109.935	95.37	98.83	98.236	98.697	131.282	128.69	120.515	114.988	98.268	114.008	95.727	105.381
RPA3	20.868	23.27	22.112	22.606	25.367	27.083	27.374	25.322	15.938	16.012	20.276	16.799	20.023	10.24	11.175	16.101	11.379	20.155	20.507	21.388	21.231	6.131	7.457	7.944	8.18	18.406	17.996	24.253	20.709
ZNHIT1	60.354	66.007	66.116	66.397	70.469	71.663	71.033	65.253	71.282	67.112	74.285	68.45	65.776	74.475	73.617	102.407	68.32	63.528	65.759	64.582	69.44	75.371	75.758	75.607	73.906	71.219	74.102	79.158	77.717
CLDN15	154.839	154.632	156.707	145.604	102.22	106.59	91.149	88.809	233.704	188.453	141.699	164.152	146.529	263	259.938	296.624	245.576	161.616	172.622	169.566	198.46	281.529	275.898	286.265	288.235	167.107	219.892	178.572	201.973
GLCCI1	5.029	4.326	4.301	3.655	5.483	5.142	5.938	6.143	3.069	3.151	5.414	4.95	5.574	3.321	4.107	4.554	3.739	4.344	5.12	4.176	3.815	3.17	2.368	3.107	2.111	4.321	3.865	3.852	4.279
PHF14	65.4	68.584	66.005	69.003	88.907	84.692	96.331	101.21	45.57	51.381	75.04	66.179	68.153	29.391	31.039	44.156	31.815	60.465	55.167	54.448	45.212	18.576	17.233	17.743	17.837	50.433	39.34	47.47	43.915
NRF1	19.828	20.343	19.75	19.087	20.654	20.939	21.436	21.386	16.457	15.688	18.923	20.206	19.152	11.264	11.119	11.439	10.38	22.561	21.449	22.113	19.596	8.21	10.103	9.398	8.813	19.282	19.646	22.037	19.945
TMEM106B	99.583	102.621	94.264	98.225	113.768	110.359	106.856	117.931	73.195	86.685	95.29	90.869	101.886	59.585	62.861	43.424	62.306	84.558	93.387	90.454	96.567	32.242	36.859	39.62	37.362	112.408	103.964	112.42	104.234
EZH2	50.55	46.603	54.598	47.92	57.982	58.176	57.355	59.417	34.307	33.275	50.886	45.1	51.009	21.089	19.976	20.818	18.021	64.34	59.286	64.01	59.778	16.082	14.411	14.585	13.536	43.459	40.842	42.644	37.725
CEP41	10.741	11.77	9.174	9.899	15.491	15.426	16.254	16.299	6.682	6.819	12.754	11.326	11.544	1.771	2.347	2.331	1.765	11.187	10.563	11.101	9.81	0.364	0.554	0.526	0.237	9.381	8.912	10.708	8.915
ZNF862	8.456	8.621	8.675	8.291	6.91	6.123	6.453	6.297	9.492	9.258	8.511	7.454	8.004	7.362	9.22	9.867	7.222	6.218	6.708	6.331	6.639	3.326	4.988	3.584	3.377	9.518	8.149	8.243	7.565
MEST	33.518	36.725	32.947	35.652	45.008	46.846	45.784	47.821	25.453	27.902	39.199	34.909	40.601	12.426	13.131	14.258	14.003	36.154	35.248	33.192	30.248	6.131	5.845	6.616	6.939	29.456	29.616	32.599	28.198
ANKMY2	65.878	61.204	65.193	61.93	58.264	57.958	57.435	57.44	63.585	63.357	59.137	54.62	60.968	60.139	60.906	67.711	62.027	62.84	61.817	65.131	65.6	50.845	49.355	48.943	51.742	58.118	50.96	58.012	55.658
ACTR3C	3.342	3.277	3.285	3.638	4.469	4.837	5.536	5.299	2.314	2.762	4.086	3.931	4.279	0.72	0.615	0.461	0.859	3.156	2.883	2.726	2.651	0.234	0.227	0.401	0.449	3.364	2.856	3.065	2.496
TSPAN13	188.221	194.332	181.717	198.549	208.946	214.03	216.447	214.976	163.106	187.547	224.756	210.591	223.426	203.636	189.561	189.744	194.139	218.706	221.139	223.157	219.493	282.802	301.948	320.773	314.33	223.366	242.516	254.416	244.181
RARRES2	0.835	1.352	1.126	1.354	1.427	1.46	2.14	1.805	0.756	0.734	1.588	1.252	1.532	0.194	0.391	0.623	0.395	1.156	1.147	1.077	1.14	0.312	0.328	0.15	0.132	0.438	0.542	0.352	0.509
AGR2	2226.742	2394.075	2318.615	2390.522	2508.182	2819.578	2631.437	2602.325	2312.697	2376.326	2426.666	2426.173	2528.4	1578.277	1582.286	1795.736	1567.068	2407.112	2481.346	2434.239	2228.717	803.33	813.812	803.661	830.642	2229.803	2544.366	2632.537	2478.085
AHR	60.285	57.164	58.659	54.502	49.401	42.466	40.715	47.533	54.66	64.738	50.105	54.649	54.021	53.22	52.608	44.942	58.427	74.058	75.557	79.683	84.453	36.347	38.043	46.562	43.088	65.475	64.033	57.598	64.038
CHCHD3	96.054	105.453	101.038	103.031	115.232	114.826	119.537	121.349	76.784	77.751	113.745	104.436	108.147	57.454	57.078	55.785	54.038	112.65	109.981	110.435	106.823	49.39	45.173	43.906	50.344	104.148	101.871	107.988	104.82
GIMAP2	3.035	2.815	2.713	3.57	2.122	2.288	2.124	2.304	2.833	3.733	2.421	2.591	2.562	3.404	3.688	3.849	2.926	1.75	2.118	2.462	2.775	2.208	1.94	2.356	1.926	2.872	2.29	2.734	2.827
TMEM176B	23.971	25.878	26.192	23.841	21.443	21.309	18.78	18.199	40.659	38.476	23.79	27.601	22.718	39.963	49.199	59.065	50.811	28.03	30.276	30.598	36.442	32.814	36.733	37.49	35.383	35.637	40.99	37.736	40.986
PSMA2	0.477	0.111	0.221	0.271	0.188	0.24	0.418	0.23	0.401	0.237	0.052	0.291	0.264	1.135	0.615	0.542	0.65	0.312	0.265	0.154	0.198	7.171	4.233	2.982	3.562	0.301	0.345	0.269	0.051
MRPL32	58.87	65.021	61.465	65.636	81.998	83.145	93.644	87.695	43.492	44.54	74.416	60.501	67.017	35.009	34.252	44.319	31.095	58.903	54.579	53.723	44.79	44.973	40.361	41.375	44.407	50.925	44.313	53.021	46.844
COA1	26.068	29.059	27.945	26.616	37.178	38.697	38.156	40.622	20.258	20.198	32.327	28.387	30.246	9.41	11.147	11.764	10.636	35.248	33.395	32.489	30.843	6.339	5.341	5.588	5.805	33.148	31.167	34.753	33.064
BLVRA	5.848	6.776	6.682	6.21	7.736	7.125	7.354	8.37	6.658	7.466	6.715	8.24	7.502	4.594	5.448	8.457	7.152	9.031	9.915	10.221	10.256	3.196	3.351	2.005	2.665	7.931	9.38	7.974	10.087
URGCP	50.329	49.641	49.227	50.187	56.95	55.191	60.042	54.138	50.622	52.848	62.833	60.385	59.541	52.611	55.988	65.706	59.356	67.934	62.846	63.637	69.118	37.802	39.68	44.181	37.467	77.209	77.597	76.238	80.901
TMEM248	137.262	149.16	129.389	147.11	172.876	177.555	181.848	181.169	110.359	121.406	168.274	159.027	164.941	66.836	70.041	73.512	68.529	137.43	129.047	129.34	119.111	68.512	65	64.38	61.188	141.863	136.608	140.339	139.183
RHEB	43.611	44.551	47.03	44.62	38.398	41.921	42.839	42.772	33.056	34.872	35.503	32.755	35.477	36.919	34.336	43.045	34.021	36.185	38.485	39.325	36.764	49.182	55.2	57.714	58.47	32.738	38.331	36.224	38.133
PRKAG2	47.84	47.366	46.034	47.632	50.997	50.179	49.485	51.527	39.549	46.158	51.016	49.176	50.851	42.925	42.801	52.667	48.581	53.403	61.522	57.02	61.438	46.272	49.229	51.674	49.842	65.585	76.76	73.545	77.055
POLD2	86.916	102.605	95.058	95.941	123.907	127.442	125.91	116.588	71.778	75.636	115.645	108.047	117.419	33.321	32.129	39.25	33.44	120.806	103.714	108.523	94.511	17.095	15.822	15.462	14.881	73.817	68.193	75.803	69.999
GCK	0.46	0.652	0.591	0.305	0.601	0.85	0.563	0.538	0.567	0.453	0.859	0.699	0.792	0.332	0.279	0.596	0.604	0.625	0.942	0.725	0.619	0.208	0.252	0.15	0.369	1.067	1.083	1.263	0.993
