Gene	H_6h_1	H_6h_2	H_6h_3	H_6h_4	N_6h_1	N_6h_2	N_6h_3	N_6h_4	H_12h_1	H_12h_2	N_12h_1	N_12h_2	N_12h_3	H_D1_1	H_D1_2	H_D1_3	H_D1_4	N_D1_1	N_D1_2	N_D1_3	N_D1_4	H_D2_1	H_D2_2	H_D2_3	H_D2_4	N_D2_1	N_D2_2	N_D2_3	N_D2_4
NAXE	41.549	49.545	43.062	47.277	65.85	68.22	71.581	67.787	32.111	35.714	72.724	65.451	67.387	11.319	10.924	14.149	11.077	60.684	51.166	52.558	50.81	3.845	3.578	4.135	4.723	56.97	54.062	54.76	57.696
POGLUT1	13.315	15.253	11.573	13.3	24.654	24.621	26.875	25.571	6.115	7.661	21.317	16.188	18.359	1.273	1.425	0.922	1.184	15.874	13.623	11.87	11.619	0.182	0.176	0.15	0.158	17.996	14.525	18.951	14.978
SLC22A15	5.183	4.756	5.353	4.027	3.849	3.617	3.283	3.686	3.707	3.366	4.399	3.814	4.306	1.467	1.425	0.569	1.486	3.687	3.442	4.023	3.022	0.572	0.328	0.476	0.396	5.552	6.77	7.021	6.19
IGFN1	1.296	0.477	0.775	0.406	1.896	1.874	1.641	1.075	0.661	0.302	0.573	0.437	0.634	0.166	0.196	0.136	0.07	0.125	0.088	0.198	0.273	0.156	0.076	0.125	0.237	0.137	0.025	0.021	0
ATP1A1	1128.118	1135.977	1123.951	1154.625	1098.658	1087.448	1039.092	1075.781	1228.918	1250.268	1146.791	1222.025	1127.617	1425.287	1461.425	1143.125	1600.647	1202.619	1147.977	1130.138	1254.452	1810.584	1829.755	1832.991	1903.502	1302.234	1224.522	1116.685	1294.013
SLC15A2	1.347	0.97	0.868	0.846	1.239	1.22	1.513	1.459	1.488	1.316	1.171	0.815	1.294	4.539	4.219	3.903	2.88	0.75	0.794	0.879	0.768	6.677	5.744	4.486	4.433	0.793	0.812	0.849	0.892
EIF4E3	44.975	40.209	41.216	42.217	31.226	30.657	29.031	30.121	45.074	48.23	35.008	37.122	36.48	45.111	46.014	42.855	52.088	46.122	49.901	49.107	52.792	35.412	37.766	39.27	39.314	58.556	63.023	58.592	62.306
LRRC58	81.102	78.238	74.477	80.865	100.098	87.481	86.611	103.783	51.874	60.897	89.616	85.279	92.007	35.674	37.605	30.711	35.6	87.058	84.59	79.881	70.282	20.161	21.44	25.912	21.531	73.38	64.254	69.652	61.848
FSTL1	0.511	0.668	0.646	0.728	0.864	0.719	0.66	0.518	0.543	0.539	0.39	0.32	0.449	0.194	0.363	0.488	0.418	0.375	0.235	0.308	0.248	0.104	0.101	0.05	0.079	0.164	0.369	0.435	0.433
ELF3	628.99	639.539	660.439	622.855	392.187	405.203	377.471	375.085	762.336	685.578	522.445	538.341	509.246	1064.039	949.483	937.118	851.169	455.911	458.52	461.547	477.83	1899.569	1559.273	1374.762	1404.632	389.79	397.465	389.184	391.413
TMEM183A	91.57	96.323	93.304	97.498	98.634	105.174	106.309	101.805	78.295	82.628	118.065	106.212	111.687	66.726	60.151	63.998	60.216	99.182	94.917	90.52	86.534	64.511	62.153	66.46	67.652	97.694	91.162	99.828	101.076
TMEM169	0.307	0.27	0.24	0.271	0.376	0.24	0.241	0.518	0.213	0.259	0.312	0.378	0.528	0.055	0.028	0.027	0.046	0.344	0.294	0.176	0.297	0	0.025	0.05	0.026	0.602	0.443	0.228	0.153
TRIM46	0.17	0.095	0.166	0.186	0.113	0.131	0.161	0.25	0.165	0.151	0.052	0.175	0.185	0.249	0.196	0.271	0.163	0.344	0.147	0.066	0.074	0.39	0.151	0.276	0.106	0.137	0.148	0.249	0.127
KRTCAP2	1.415	1.05	1.2	0.592	1.427	1.808	1.352	0.902	1.251	0.432	0.911	1.077	1.4	1.218	1.369	1.355	0.859	1.25	1.059	1.187	1.363	0.546	0.781	0.627	0.369	1.477	1.723	1.222	0.459
ARPC2	376.221	392.656	382.538	403.02	362.84	372.629	366.593	365.313	444.836	474.272	384.207	411.922	390.322	446.544	451.036	653.071	505.969	454.786	489.796	466.998	499.804	447.236	428.195	423.696	437.63	447.388	496.234	487.976	499.341
TSACC	0.358	0.254	0.351	0.355	0.62	0.588	0.579	0.499	0.071	0.086	0.208	0.408	0.211	0.055	0.056	0.054	0.07	0.219	0.206	0.198	0.273	0.104	0.151	0.05	0.053	0.301	0.271	0.104	0.28
CCT3	303.626	347.596	323.085	335.54	477.94	480.09	506.905	496.452	217.436	227.102	413.203	368.424	389.45	115.85	116.559	114.985	112.791	326.763	300.492	290.333	245.728	91.687	82.308	77.812	86.624	253.888	229.912	258.807	243.443
TMEM79	5.592	4.851	5.777	4.078	3.68	4.554	4.409	3.897	4.179	3.906	3.514	4.338	4.438	3.044	3.8	4.12	3.553	3.312	3.678	5.078	3.939	3.663	2.545	2.581	3.219	3.911	3.84	3.811	4.178
SSR2	191.188	198.674	204.531	205.046	202.412	211.96	212.762	206.682	232.783	232.971	202.476	201.71	202.425	257.437	262.341	295.54	229.205	188.583	196.513	189.921	189.195	218.006	220.522	226.721	215.068	186.58	195.347	207.795	189.644
RNF25	9.616	10.975	8.915	9.07	15.341	15.775	17.01	16.836	5.926	6.129	13.535	10.714	11.649	3.183	3.353	3.253	2.671	10.906	10.121	8.99	9.141	1.845	1.814	2.331	1.451	10.858	10.044	10.148	10.367
STK36	12.241	11.595	12.311	11.269	12.862	13.77	13.824	12.018	12.821	10.574	13.717	12.549	14.714	10.6	10.002	10.246	9.057	11.843	9.356	9.738	7.754	7.56	6.374	4.486	5.224	10.01	9.601	9.589	8.61
ADORA1	0.324	0.429	0.074	0.305	0.469	0.588	0.225	0.192	0.165	0.173	0.156	0.233	0.238	0.028	0.084	0.027	0.046	0.406	0.265	0.352	0.297	0.052	0.025	0.025	0.026	0.109	0.123	0.186	0.204
NEK10	0.324	0.414	0.332	0.44	0.601	0.501	0.547	0.365	0.071	0.151	0.312	0.582	0.238	0.055	0.028	0.054	0.046	0.219	0.147	0.198	0.248	0.052	0.05	0	0	0.438	0.271	0.373	0.153
FEV	5.405	6.68	5.297	6.024	5.107	6.602	6.147	6.047	6.446	6.323	7.73	6.085	8.083	4.871	5.923	5.367	5.666	7.406	7.856	8.397	8.497	5.352	5.643	5.363	6.412	11.186	12.408	10.853	11.998
CRYBA2	2.591	2.942	2.603	2.792	1.427	2.026	1.609	1.344	2.408	2.568	1.796	1.514	1.109	1.91	2.57	3.551	1.997	2.094	1.677	1.561	2.081	2.156	2.57	2.356	2.744	2.735	3.299	2.817	2.904
IHH	143.417	150.846	145.909	144.605	66.676	72.513	58.835	56.633	270.042	260.226	121.475	162.783	130.072	258.461	299.582	344.331	327.319	140.898	152.026	159.806	206.065	157.288	162.727	161.664	175.411	120.148	157.657	116.231	158.084
CIP2A	25.71	26.721	26.782	25.906	30.23	29.85	29.45	35.612	14.308	14.135	18.793	18.168	20.974	6.421	6.398	5.069	7.106	30.155	29.158	28.686	26.359	2.754	2.696	2.882	3.43	19.282	16.002	19.655	15.436
CWC22	47.993	47.78	48.655	48.867	50.603	49.395	48.906	55.27	41.367	40.073	44.951	40.179	45.964	37.722	33.973	35.401	36.088	44.935	47.87	45.678	42.387	30.294	28.973	30.624	29.578	36.375	33.555	39.248	34.592
AZI2	22.505	22.681	22.832	22.877	19.471	21.375	20.293	21.828	20.495	20.781	18.61	18.605	18.623	18.044	16.567	14.014	15.536	19.405	21.684	21.212	22.197	16.082	16.93	17.091	16.57	22.071	20.679	24.191	21.066
TGFBR2	140.706	149.876	140.242	145.164	125.184	118.508	117.525	120.101	146.531	157.4	110.491	117.596	116.573	98.552	101.835	82.783	110.329	117.431	118.573	116.129	119.309	57.002	59.835	59.669	59.077	94.083	93.476	92.248	98.146
RETNLB	1.159	1.177	1.052	1.269	4.469	4.249	6.18	5.414	0.449	0.41	2.941	2.067	2.906	0.277	0.447	0.407	0.581	4.156	2.707	3.297	2.552	0.13	0.05	0.025	0.079	3.665	2.708	3.79	3.082
ANKZF1	118.61	112.928	120.29	108.242	50.641	51.007	32.894	36.629	148.892	119.831	70.277	83.502	79.406	185.287	184.98	241.517	162.649	75.371	81.265	85.794	81.951	308.705	256.977	215.469	217.865	60.361	64.279	53.207	46.844
HDAC11	46.049	45.68	49.984	45.466	26.137	25.754	23.817	23.69	83.112	76.262	37.689	39.568	40.548	127.612	135.585	178.576	133.575	36.654	45.517	49.349	52.619	123.617	131.411	117.734	122.798	39.493	44.953	38.564	42.692
FBLN2	0.102	0.016	0.037	0.034	0.019	0	0.016	0	0.189	0.129	0.078	0.029	0.026	1.522	1.09	1.166	1.091	0.125	0.147	0.11	0.347	4.053	4.736	4.135	3.641	0.082	0.049	0.021	0.051
GLB1L	2.336	2.752	1.938	2.352	3.812	3.508	3.75	3.091	1.7	1.489	3.28	2.679	3.276	0.803	0.95	0.732	0.906	2.062	1.795	2	2.378	0.39	0.479	0.301	0.607	2.817	2.659	2.402	2.012
STT3B	449.225	429.365	432.079	447.725	380.583	385.746	371.952	396.26	407.081	437.048	406.488	395.53	414.466	308.499	320.816	245.529	334.379	411.664	411.179	395.207	389.265	191.817	199.611	208.076	207.97	407.293	394.018	406.664	397.374
CHCHD4	18.618	23.126	20.765	22.962	36.783	37.651	39.556	41.64	12.254	13.66	34.123	27.659	29.691	6.033	6.538	6.37	5.759	29.061	26.245	26.971	23.064	2.936	3.225	3.032	2.982	28.608	26.268	31.46	28.402
NFASC	3.751	3.404	3.728	3.435	4.319	3.66	3.991	3.916	5.903	5.654	4.347	4.891	4.517	6.31	5.197	4.716	6.479	6.062	4.325	5.298	4.112	6.469	6.223	6.365	6.016	7.713	6.081	5.302	6.037
SGO2	72.1	76.696	69.143	79.562	69.661	66.826	58.722	69.86	51.945	51.035	42.479	42.042	47.549	30.997	31.263	31.769	36.645	67.465	71.144	63.241	54.402	21.59	21.944	22.304	21.531	39.356	33.555	41.567	32.962
SERPINI1	2.148	1.925	1.329	2.217	2.497	2.811	4.023	3.033	1.322	2.05	2.759	2.417	2.377	1.19	0.894	1.843	1.579	1.562	1.501	1.605	1.363	0.572	0.857	0.777	0.607	1.367	1.6	1.76	1.299
CLASP2	53.108	52.281	50.611	52.116	56.724	50.484	53.476	55.769	32.253	35.822	52.395	50.777	50.19	11.568	12.488	7.752	13.469	50.56	49.253	46.337	40.108	4.755	4.51	4.987	4.987	47.151	38.7	43.763	39.152
SUCLG1	194.836	202.364	206.414	208.972	223.648	243.684	251.224	238.09	165.751	172.247	248.468	219.034	234.204	126.532	123.878	188.687	125.819	217.425	212.048	221.288	210.871	99.065	100.498	101.895	103.088	259.851	245.175	295.59	276.659
NUAK2	17.202	14.792	15.283	14.755	19.866	20.895	23.463	22.634	10.224	8.632	12.233	12.141	13.023	10.434	11.119	8.755	8.917	9.812	8.356	8.463	8.101	7.794	7.81	8.195	6.992	9.272	9.306	10.169	7.922
PRKCI	124.032	129.215	123.575	131.525	97.038	94.127	89.25	94.241	134.726	142.122	104.999	104.436	108.86	115.6	116.531	90.155	128.884	108.056	116.278	111.842	117.822	65.836	67.771	68.315	69.816	96.627	88.553	95.271	96.108
IFI16	0.614	0.588	0.831	0.711	1.051	0.719	0.789	0.71	0.449	0.388	0.599	0.67	0.66	0.47	0.363	0.515	0.348	0.312	0.706	0.44	0.297	0.338	0.227	0.125	0.264	0.547	0.419	0.331	0.382
EFHB	0.17	0.27	0.148	0.237	0.244	0.196	0.241	0.115	0.354	0.194	0.052	0.291	0.132	0.249	0.447	0.623	0.348	0.125	0.206	0.11	0.322	0.546	0.227	0.2	0.264	0.41	0.492	0.456	0.433
EIF5A2	3.137	3.929	3.212	2.961	5.595	4.358	5.681	5.433	1.724	2.18	4.113	3.028	4.57	0.775	0.894	0.732	1.045	4.843	5.178	4.836	4.831	0.546	0.277	0.677	0.58	4.02	4.481	3.769	4.127
SLC2A2	3.461	3.07	3.082	3.875	7.379	7.909	8.095	8.562	2.149	2.201	5.518	5.212	6.868	0.913	0.726	0.461	0.882	5.437	7.003	6.902	4.657	0.312	0.227	0.476	0.132	7.357	9.01	9.941	7.769
RPL22L1	103.675	113.676	105.486	116.178	135.06	144.829	140.812	142.812	50.103	65.58	98.023	89.442	102.23	25.434	24.334	33.449	20.738	100.463	95.682	105.709	95.279	13.354	15.041	15.888	16.333	74.364	77.868	85.289	79.653
FABP1	2015.351	2180.895	2227.138	2272.685	1972.165	2099.834	1928.699	1935.627	2349.318	2585.538	2255.399	2436.247	2162.355	1818.002	2011.865	3777.312	2654.571	3553.672	3528.051	3640.301	3608.671	1534.667	1503.822	1438.966	1621.521	4168.686	4565.64	4588.501	4736.418
PPM1L	16.316	15.221	13.88	15.279	17.594	15.252	15.481	18.391	11.451	12.343	17.569	14.237	15.665	5.895	5.169	3.551	6.433	13.405	10.975	12.617	11.074	2.936	3.603	3.308	3.272	11.213	10.438	10.045	10.393
ICA1L	2.114	2.672	2.363	2.775	2.385	2.571	2.462	2.496	2.054	1.683	1.614	2.067	2.14	0.969	0.978	0.949	1.138	1.031	1.236	1.121	1.338	0.286	0.403	0.301	0.29	2.161	1.773	2.299	1.121
RYBP	77.778	73.928	74.311	73.978	52.518	52.489	46.766	50.298	90.36	83.663	59.944	62.045	61.998	151.136	136.618	100.374	140.333	67.246	75.498	73.572	81.529	184.932	178.322	193.616	203.036	65.475	63.54	63.211	67.146
PPP4R2	165.819	151.244	156.522	156.196	140.656	133.368	138.655	141.065	129.106	136.231	134.229	130.931	137.997	148.728	144.162	115.337	148.135	144.773	151.349	148.551	149.409	137.777	148.417	158.181	143.854	129.365	114.008	129.921	126.421
GTPBP8	14.151	14.633	14.563	14.789	18.964	21.07	21.194	20.484	11.239	13.25	16.997	14.616	15.374	6.448	7.655	8.538	8.383	15.405	13.652	14.596	13.625	4.131	5.089	4.887	4.301	15.453	13.54	18.599	16.277
NEPRO	42.759	42.77	42.176	44.4	47.505	48.654	45.752	47.207	37.495	38.8	44.196	41.635	45.462	35.231	31.291	30.901	33.324	37.31	37.367	40.028	39.018	48.792	50.942	48.091	53.906	34.816	32.152	35.333	32.834
SPICE1	3.444	3.038	3.378	3.316	1.934	2.375	1.979	2.246	4.699	4.208	2.238	2.97	3.091	6.808	6.063	7.129	6.084	3.062	4.266	3.979	3.32	4.677	4.258	4.787	5.066	2.653	2.339	1.864	2.471
CCDC191	6.359	6.187	6.737	5.99	4.694	4.488	4.426	4.166	6.564	6.366	4.685	5.153	5.019	4.483	4.694	5.204	4.273	5.062	5.855	6.023	4.509	2.442	2.041	2.23	1.873	5.853	6.253	5.364	4.738
CADPS	20.374	19.532	18.236	18.562	25.968	24.556	25.233	25.994	14.285	15.149	23.582	24.195	22.823	6.753	6.761	5.096	6.572	12.499	12.357	13.123	11.346	2.676	2.343	2.631	2.586	15.07	14.796	13.11	11.921
CDS1	207.674	207.295	194.97	207.737	192.798	197.013	183.586	194.588	186.67	211.198	232.201	233.038	235.022	146.625	148.604	135.125	177.558	262.235	264.596	249.82	271.22	78.281	86.541	98.136	90.449	324.396	324.003	339.933	325.312
WDFY3	55.836	43.644	47.141	49.815	39.75	31.049	35.179	40.661	53.881	54.402	43.442	42.974	38.726	50.729	48.864	28.109	45.841	38.154	35.042	34.621	35.228	30.008	31.442	34.483	31.874	45.373	32.89	32.91	38.311
COX18	27.756	29.298	26.468	29.798	38.323	40.396	41.197	41.275	16.858	20.652	43.676	35.491	40.945	7.113	7.934	7.048	8.197	33.186	30.276	29.675	28.96	3.326	3.225	3.684	3.958	30.03	28.213	31.812	30.262
PTPN13	46.459	45.617	44.982	46.329	42.492	36.322	42.662	45.403	29.986	32.477	58.694	47.108	48.896	9.714	9.723	5.557	10.334	49.091	40.397	46.975	45.187	2.754	2.041	1.829	2.19	57.407	43.304	48.837	50.232
SYNPR	29.12	32.622	27.225	29.408	53.401	48.436	55.391	57.152	24.013	28.463	22.176	18.459	23.431	37.002	39.728	40.551	49.649	14.062	17.653	18.772	23.039	38.192	37.06	39.646	43.061	7.084	8.887	7.601	9.654
ALB	0.477	0.684	0.72	0.829	1.183	1.089	1.561	1.689	0.378	0.539	1.041	1.165	1.004	0.332	0.391	0.054	0.232	0.687	0.765	0.857	0.545	0.052	0.126	0.05	0.026	0.574	0.443	0.621	0.841
THOC7	63.542	69.793	70.417	70.678	83.988	87.699	86.321	82.723	54.707	61.501	72.828	69.585	77.61	35.508	38.778	56.002	40.871	80.089	73.056	79.134	72.834	23.954	24.74	24.71	27.889	62.576	63.294	73.608	66.433
ATXN7	44.14	36.885	39.444	35.754	28.747	27.715	26.328	27.357	34.284	33.211	29.308	30.746	31.937	34.622	36.795	22.796	31.443	36.123	35.219	34.533	35.03	23.305	24.362	25.812	20.607	37.36	31.389	31.895	29.446
PSMD6	68.844	75.598	70.435	73.961	116.509	118.421	123.303	122.539	44.011	45.705	91.959	83.706	91.98	25.461	24.167	24.504	22.108	80.339	75.38	73.221	63.296	20.967	21.087	20.374	20.818	67.554	67.504	73.214	64.65
ADAMTS9	6.905	6.585	6.442	7.293	5.182	4.685	5.101	5.702	6.729	6.97	6.091	6.202	5.97	3.958	5.085	4.12	6.084	5.312	5.208	5.32	5.029	2.52	2.167	2.481	1.53	4.786	5.342	3.873	4.228
PPM1K	18.242	16.16	16.63	16.972	15.284	14.315	15.159	16.203	10.767	14.35	15.018	12.869	14.423	8.469	9.611	9.894	7.942	11.687	9.651	10.573	8.547	3.845	4.006	4.962	3.984	15.289	13.023	13.338	13.399
GMPS	100.896	98.263	96.461	100.205	111.176	114.02	111.635	115.954	71.424	76.046	101.667	98.788	105.637	57.399	52.971	39.548	49.301	116.931	101.037	105.577	97.087	48.636	48.397	49.97	48.312	80.354	71.812	80.649	76.545
TIPARP	142.735	106.995	140.907	113.792	41.703	40.897	37.206	38.011	134.867	101.078	39.381	44.605	43.084	332.299	238.677	170.038	245.182	52.122	55.962	55.481	61.785	390.519	423.332	420.488	404.358	41.161	46.824	46.766	46.768
CCNL1	61.24	45.155	54.229	43.486	53.551	49.504	50.563	46.113	59.642	41.713	36.7	43.586	42.318	118.506	100.41	83.325	72.454	45.591	43.81	46.469	37.68	314.863	249.722	221.709	215.728	49.394	50.246	43.556	38.999
HESX1	0.511	0.366	0.535	0.372	0.526	0.327	0.402	0.499	0.472	0.453	0.573	0.291	0.317	0.111	0.447	0.298	0.232	0.406	0.618	0.44	0.619	0.156	0.277	0.226	0.396	0.41	0.369	0.476	0.408
SLMAP	152.231	131.012	145.577	139.851	120.246	115.327	114.983	124.843	116.285	117.047	113.641	113.899	116.758	112.445	111.139	80.533	110.562	120.024	121.25	117.535	120.349	100.104	102.967	115.102	106.756	128.736	123.732	122.734	129.834
RPL9	215.568	231.137	230.113	250.073	223.292	250.591	252.93	242.793	178.005	246.998	202.528	196.644	247.861	206.21	206.185	369.106	250.407	192.583	209.164	252.788	258.015	237.699	271.968	301.201	335.967	164.509	169.646	223.474	223.115
SMIM14	145.718	138.568	142.993	142.033	121.898	113.693	111.684	117.893	153.426	173.24	151.018	155.01	153.133	124.041	131.813	118.698	138.498	132.117	148.848	143.342	166.23	75.371	79.361	91.871	87.072	162.075	166.175	163.059	164.554
RPP14	10.997	9.941	10.115	9.797	14.533	13.945	15.513	14.091	7.178	8.308	13.066	11.821	13.287	4.566	5.671	6.56	5.341	11.156	11.21	11.035	10.207	1.273	1.688	1.529	1.53	10.913	10.364	10.625	10.749
ABHD6	24.67	28.471	25.306	26.735	29.123	28.194	26.988	27.856	19.904	24.795	29.751	29.348	28.714	10.904	13.466	14.068	14.282	25.592	26.186	24.949	26.582	2.806	3.048	3.784	2.586	29.292	30.108	28.436	31
CFAP20DC	0.631	0.732	0.628	0.609	0.244	0.479	0.225	0.557	0.496	0.518	0.208	0.32	0.264	0.332	0.503	0.244	0.534	0.687	0.588	0.484	0.669	0.26	0.176	0.125	0.185	0.383	0.468	0.373	0.28
RBM47	339.736	321.209	310.885	325.963	322.639	323.713	317.606	326.438	369.823	382.517	344.566	384.176	367.762	413.416	419.019	424.457	425.364	416.976	420.977	423.475	437.92	313.798	342.46	371.72	338.209	497.63	458.74	458.877	440.703
APBB2	85.399	78.747	80.458	80.577	100.455	87.765	102.189	106.624	43.61	41.022	65.358	56.949	58.326	27.537	27.268	19.11	27.867	45.122	40.75	43.633	46.648	14.238	15.444	15.713	16.966	51.199	48.277	44.923	46.59
IL17RE	40.338	37.505	40.33	34.349	45.552	47.782	45.333	45.057	51.756	46.029	53.983	52.815	52.251	53.773	54.116	69.338	48.813	42.654	46.576	45.458	45.434	70.85	58.425	49.594	52.296	50.242	52.339	48.05	49.799
IL17RC	14.185	14.363	13.16	15.178	15.416	16.734	15.69	15.512	18.039	16.249	22.28	19.944	20.71	16.522	20.451	25.209	15.048	21.874	21.39	22.971	23.188	17.121	16.426	15.487	13.852	28.416	29.37	28.54	28.835
CRELD1	2.046	1.511	1.661	1.015	1.596	1.329	1.159	1.229	2.456	1.921	1.275	1.776	1.4	3.072	3.213	3.361	2.531	1.062	1.265	1.539	1.462	4.053	3.703	2.681	3.219	1.203	1.699	0.973	1.121
PRRT3	0.818	1.304	1.163	1.32	1.671	1.896	1.69	1.843	0.59	0.949	1.353	1.048	1.717	0.194	0.279	0.325	0.418	1.094	0.971	0.769	0.793	0.208	0.025	0.226	0.079	0.957	0.96	1.056	0.892
PCOLCE2	0.443	0.493	0.664	0.592	0.507	0.392	0.338	0.538	0.614	0.755	0.495	0.67	0.713	1.135	0.782	1.057	1.184	0.437	0.559	0.55	0.644	0.701	1.008	1.153	1.055	0.465	0.739	0.849	0.688
U2SURP	123.248	123.33	116.007	119.952	173.139	169.319	171.468	181.418	76.76	82.11	122.022	120.217	127.51	35.148	37.633	38.166	32.279	157.116	147.436	147.936	130.581	27.955	26.202	25.06	22.982	114.103	104.702	110.556	101.432
MTMR14	39.076	39.525	38.245	38.156	39.675	41.682	44.094	41.544	35.015	39.426	45.029	43.178	41.869	24.299	26.011	27.296	24.221	43.029	40.986	41.611	39.266	23.045	21.188	21.026	17.414	45.784	45.101	47.801	44.475
TTC14	19.981	16.128	17.978	14.45	27.132	26.539	27.245	25.936	15.111	14.135	20.563	20.293	20.974	11.458	12.293	12.442	10.404	15.499	15.153	16.156	12.659	14.238	11.136	9.924	9.974	21.087	18.119	17.066	15.207
CXCL3	10.587	9.448	10.466	9.222	9.05	9.827	10.138	10.271	7.013	5.05	12.233	11.821	12.336	6.421	5.979	4.933	2.578	27.686	26.627	31.763	39.291	5.638	4.233	3.483	3.72	9.326	9.478	10.211	9.119
CXCL5	192.245	196.606	181.551	199.175	300.445	316.676	296.09	307.202	53.479	71.147	166.244	152.913	172.707	25.6	23.943	18.622	22.386	425.069	417.387	465.723	520.069	4.365	4.61	5.137	5.33	306.728	251.724	300.581	270.214
PF4	0.801	0.827	0.794	0.508	1.07	1.068	1.674	1.325	0.354	0.216	0.885	0.553	0.872	0.055	0.112	0.027	0.093	0.594	0.5	0.55	0.471	0.078	0.126	0.125	0.185	0.629	0.517	0.559	0.56
MTHFD2L	9.002	9.034	8.712	8.647	12.637	13.269	15.369	15.128	4.769	5.157	10.203	9.492	10.329	2.712	1.565	1.382	1.649	7.062	6.444	6.792	6.639	1.247	1.184	1.078	1.214	7.849	7.287	8.367	6.266
CXCL1	3.717	3.913	3.285	3.621	3.061	3.573	3.235	3.072	2.243	2.697	6.429	5.881	6.578	1.439	1.648	1.87	0.999	17.312	14.77	19.805	24.947	0.753	0.932	0.401	0.739	4.923	5.564	5.136	5.247
RCHY1	40.815	39.922	40.404	40.119	49.814	48.567	51.03	50.816	28.381	30.535	41.099	38.694	40.469	30.83	28.022	29.465	25.893	44.404	40.809	44.007	43.403	27.462	27.361	29.897	28.021	39.247	37.715	46	39.075
CCDC158	0.29	0.254	0.111	0.203	0.207	0.196	0.225	0.173	0.213	0.173	0.208	0.233	0.158	0.083	0.028	0.027	0.046	0.344	0.206	0.286	0.372	0.026	0	0	0.026	0.574	0.172	0.414	0.688
GYG1	34.712	35.676	36.14	36.431	42.135	46.301	47.248	47.745	27.389	26.197	40.709	35.317	39.465	18.736	17.378	17.592	16.627	33.248	29.422	32.269	28.366	11.38	11.413	12.981	11.425	29.346	28.853	31.73	28.351
HPS3	39.4	39.032	37.192	39.764	27.902	29.502	27.068	28.048	49.159	49.352	33.395	37.442	35.424	76.55	79.037	62.263	94.329	46.091	50.754	49.634	57.375	54.326	66.865	75.106	63.932	38.864	52.117	44.032	47.608
TOPBP1	75.203	79.972	77.431	76.364	84.72	85.804	79.691	83.299	58.391	58.631	77.097	73.632	79.301	42.15	41.712	32.175	38.363	93.276	84.266	90.432	76.748	39.569	37.74	37.716	36.597	63.424	51.108	58.84	55.887
RYK	68.179	73.53	67.002	70.729	70.337	73.035	71.886	70.878	55.321	65.364	68.689	70.925	70.425	37.473	38.89	38.925	40.662	69.34	70.761	68.055	64.287	19.382	21.213	22.178	20.976	63.862	62.186	68.119	65.949
SNRK	61.683	53.315	60.412	58.664	32.408	29.959	25.587	28.624	100.371	90.526	33.889	43.76	37.696	160.241	155.253	127.725	170.173	51.028	63.641	62.977	76.649	95.48	113.473	128.885	113.326	42.338	54.087	47.429	48.092
UCN	0.17	0.254	0.24	0.085	0.094	0.065	0.064	0.058	0.213	0.281	0.104	0.204	0.185	0.498	0.447	0.949	0.604	0.156	0	0.11	0.074	0.416	0.705	0.501	0.528	0.082	0.197	0.186	0.178
ZNF513	16.503	16.748	18.089	16.904	13.482	12.485	13.969	11.442	20.613	17.63	16.58	16.916	16.51	19.816	19.249	22.119	18.531	14.562	13.711	14.75	13.774	17.459	18.971	14.51	18.417	16.656	16.174	13.089	14.978
SLC4A1AP	35.786	33.147	34.867	35.161	33.835	35.319	35.147	35.074	26.61	25.744	28.267	29.348	29.982	19.567	18.495	19.76	17.231	26.811	27.716	28.246	25.442	10.6	11.791	10.626	10.106	29.592	25.554	28.602	26.466
PLB1	9.224	8.462	7.937	7.056	11.247	11.178	11.41	12.191	6.564	6.495	10.151	10.423	10.698	4.982	6.314	5.475	4.691	8.062	9.915	8.968	7.234	3.871	3.603	4.461	3.747	10.666	9.921	8.181	8.559
SPDYA	0.068	0.143	0.129	0.102	0.15	0.153	0.145	0.058	0.354	0.065	0.078	0	0.158	0.332	0.447	0.19	0.348	0.094	0.177	0.044	0.074	1.039	0.756	0.852	0.739	0.191	0.172	0.166	0.051
KIAA1143	41.566	42.881	39.906	44.789	45.101	45.233	43.837	45.441	29.42	32.196	40.084	36.831	42.186	15.249	13.913	11.818	14.305	34.561	32.806	34.731	29.852	4.962	5.921	6.541	5.91	34.844	31.832	34.526	30.058
KIF15	59.007	56.257	59.36	57.683	53.063	48.218	51.304	54.752	36.621	31.312	29.438	29.843	34.367	14.806	14.5	14.068	14.816	50.872	47.988	46.887	46.921	7.82	7.004	7.468	8.074	34.051	30.035	33.366	26.543
WDR43	85.944	89.102	81.38	87.294	158.137	153.784	167.751	164.947	40.635	51.596	114.708	95.614	112.056	14.004	14.696	12.116	13.98	119.149	106.274	108.435	93.792	6.054	6.399	6.39	5.066	103.601	85.254	96.141	87.422
ZDHHC3	140.518	147.729	148.161	152.101	155.508	157.009	154.909	155.041	150.498	153.02	183.085	178.214	170.092	111.172	107.73	99.805	113.279	174.834	164.795	165.235	165.09	101.196	97.349	103.349	101.136	184.912	181.29	183.19	190.179
CDCP1	174.531	148.763	167.56	154.267	93.939	95.303	81.188	90.114	255.993	215.902	110.257	137.278	117.657	350.372	353.671	261.44	364.754	144.304	151.173	152.772	178.592	284.179	301.596	319.745	293.38	139.074	149.163	130.563	154.11
